Name,Location,Location_name,Year,Kilometers_Driven,Fuel_Type,Fuel_Type_name,Transmission,Transmission_name,Owner_Type,Owner_Type_name,Mileage,Engine,Power,Seats,Price
Hyundai eta 1.6 VTVT S,8,Delhi,2015,27057,3,Petrol,2,Manual,2,Second,15.29,1591,121.3,5,8.15
Maruti Wagon R AMT VXI,1,Mumbai,2016,8500,3,Petrol,1,Automatic,1,First,20.51,998,67,5,4.22
Mercedes-Benz New C-Class C250 Avantgarde,11,Kolkata,2010,30500,3,Petrol,1,Automatic,1,First,11.74,1796,186,5,10.5
Audi A8 L 3.0 TDI quattro,8,Delhi,2012,56000,2,Diesel,1,Automatic,1,First,11.8,2967,246.7,5,45
Hyundai i10 Magna 1.1,2,Pune,2012,44000,3,Petrol,2,Manual,2,Second,19.81,1086,68.05,5,2.9
Skoda Rapid 1.6 MPI AT Style Black Package,1,Mumbai,2017,10500,3,Petrol,1,Automatic,1,First,14.3,1598,103.52,5,8.9
Skoda Superb Style 1.8 TSI AT,5,Hyderabad,2017,26000,3,Petrol,1,Automatic,1,First,14.67,1798,177.46,5,26
Hyundai i20 Active 1.2 SX,4,Coimbatore,2018,25166,3,Petrol,2,Manual,1,First,17.19,1197,81.86,5,8.22
Honda Amaze VX i-DTEC,11,Kolkata,2014,64000,2,Diesel,2,Manual,2,Second,25.8,1498,98.6,5,3.5
Maruti Wagon R LXI,3,Chennai,2004,61000,3,Petrol,2,Manual,2,Second,18.9,998,67.1,5,1.25
Mahindra Verito 1.5 D4 BSIV,5,Hyderabad,2013,107000,2,Diesel,2,Manual,1,First,21.03,1461,65,5,3.7
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,4,Coimbatore,2018,29161,2,Diesel,1,Automatic,1,First,19.27,2143,167.62,5,39.41
Maruti Wagon R VXI,11,Kolkata,2013,32000,3,Petrol,2,Manual,1,First,22.5,998,67.04,5,2.65
Nissan Terrano XV Premium 110 PS Anniversary Edition,4,Coimbatore,2015,46173,2,Diesel,2,Manual,2,Second,19.01,1461,108.5,5,8.92
Maruti Swift VDI BSIV,8,Delhi,2013,47000,2,Diesel,2,Manual,1,First,17.8,1248,null,5,4.1
Mini Cooper Convertible S,7,Kochi,2017,26327,3,Petrol,1,Automatic,1,First,16.82,1998,189.08,4,35.67
Ford Figo Diesel,9,Bangalore,2015,70436,2,Diesel,2,Manual,1,First,0,1498,99,,3.6
Tata Indica V2 DLS BSII,6,Jaipur,2007,200000,2,Diesel,2,Manual,2,Second,17.2,1396,53.5,5,0.85
Chevrolet Beat LT,7,Kochi,2016,60813,3,Petrol,2,Manual,2,Second,18.6,1199,76.8,5,3.32
Volkswagen Polo Diesel Comfortline 1.2L,1,Mumbai,2012,45000,2,Diesel,2,Manual,1,First,22.07,1199,73.9,5,3.6
Maruti Swift ZDi,5,Hyderabad,2016,64000,2,Diesel,2,Manual,1,First,22.9,1248,74,5,6.8
Ford Figo Diesel EXI,11,Kolkata,2012,41284,2,Diesel,2,Manual,1,First,20,1399,68.05,5,2.5
Toyota Innova ysta 2.8 GX AT,7,Kochi,2019,14165,2,Diesel,1,Automatic,1,First,11.36,2755,171.5,7,19.64
Hyundai Santa Fe 4x4 AT,1,Mumbai,2011,67000,2,Diesel,1,Automatic,2,Second,11.72,2199,194.3,7,7
Honda City i-VTEC V,11,Kolkata,2011,32572,3,Petrol,2,Manual,1,First,17.4,1497,117.3,5,3.87
Hyundai i20 1.2 Magna Executive,7,Kochi,2018,14960,3,Petrol,2,Manual,1,First,18.6,1197,81.83,5,6.27
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,7,Kochi,2015,55980,2,Diesel,1,Automatic,1,First,19.27,2143,167.62,5,18.12
Chevrolet Beat Diesel LT,1,Mumbai,2013,74000,2,Diesel,2,Manual,1,First,25.44,936,57.6,5,2.65
Hyundai i20 Sportz 1.4 Di,7,Kochi,2015,56847,2,Diesel,2,Manual,1,First,22.54,1396,88.73,5,7.2
Toyota Innova 2.5 Z Diesel 7 Seater,4,Coimbatore,2015,121374,2,Diesel,2,Manual,1,First,12.99,2494,100.6,7,14.3
Maruti Ertiga VDI,3,Chennai,2013,52000,2,Diesel,2,Manual,1,First,20.77,1248,88.76,7,6.9
Toyota Innova 2.5 V Diesel 7-seater,1,Mumbai,2014,118000,2,Diesel,2,Manual,1,First,12.8,2494,102,7,10.75
Hyundai Santro Xing XO eRLX Euro II,1,Mumbai,2007,72000,3,Petrol,2,Manual,3,Third,17,1086,null,5,0.95
Honda City i VTEC V,7,Kochi,2016,33915,3,Petrol,2,Manual,1,First,17.8,1497,117.3,5,8.09
BMW X1 sDrive20d,10,Ahmedabad,2014,82002,2,Diesel,1,Automatic,1,First,17.05,1995,184,5,18.5
Hyundai Grand i10 Di Era,1,Mumbai,2017,33000,2,Diesel,2,Manual,1,First,24,1120,70,5,4.75
Maruti Ciaz 1.3 Alpha,3,Chennai,2016,34000,2,Diesel,2,Manual,1,First,28.09,1248,88.5,5,8.45
Skoda Rapid Leisure 1.6 TDI MT,11,Kolkata,2012,55000,2,Diesel,2,Manual,1,First,20.5,1598,103.6,5,3.5
Hyundai Accent Di,7,Kochi,2006,160538,2,Diesel,2,Manual,1,First,13.1,1493,82,5,1.8
Volkswagen Polo GT 1.5 TDI,6,Jaipur,2014,60000,2,Diesel,2,Manual,2,Second,19.91,1498,103.6,5,3.7
Honda Jazz 1.2 VX i VTEC,4,Coimbatore,2017,49575,3,Petrol,2,Manual,1,First,18.7,1199,88.7,5,7.17
Hyundai i10 Era,6,Jaipur,2010,83000,3,Petrol,2,Manual,1,First,19.81,1086,68.05,5,1.75
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,7,Kochi,2018,51346,2,Diesel,1,Automatic,1,First,16.38,1995,183,5,21.99
Toyota Innova ysta 2.4 ZX MT,2,Pune,2017,43000,2,Diesel,2,Manual,1,First,13.68,2393,147.8,7,18.65
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,6,Jaipur,2011,35000,3,Petrol,2,Manual,3,Third,19.7,796,35,5,1.85
Maruti Swift VXI BSIV,4,Coimbatore,2017,27872,3,Petrol,2,Manual,2,Second,20.4,1197,81.8,5,5.95
Hyundai Grand i10 Magna,1,Mumbai,2014,16514,3,Petrol,2,Manual,1,First,18.9,1197,82,5,3.75
Maruti Swift VDI,2,Pune,2012,120000,2,Diesel,2,Manual,1,First,22.9,1248,74,5,3.75
Hyundai Verna Di 1.6 SX,5,Hyderabad,2008,143275,2,Diesel,2,Manual,1,First,22,1582,126.2,5,2.6
Hyundai Santro Xing XL,5,Hyderabad,2006,99000,3,Petrol,2,Manual,1,First,0,1086,null,5,1.75
Hyundai i20 1.2 Sportz,1,Mumbai,2010,52000,3,Petrol,2,Manual,1,First,17,1197,80,5,2.8
Mercedes-Benz GLE 350d,4,Coimbatore,2017,29819,2,Diesel,1,Automatic,1,First,11.57,2987,254.79,5,61.29
Mercedes-Benz New C-Class C 220 CDI CLASSIC,9,Bangalore,2014,57000,2,Diesel,2,Manual,2,Second,15.8,2148,170,5,18
Maruti Ritz ZDi,5,Hyderabad,2014,88500,2,Diesel,2,Manual,1,First,23.2,1248,73.94,5,4.35
Hyundai eta 1.6 Di SX,9,Bangalore,2016,28000,2,Diesel,2,Manual,1,First,19.67,1582,126.2,5,13.75
Maruti A-Star Vxi,2,Pune,2010,67000,3,Petrol,2,Manual,1,First,19,998,66.1,5,2
Renault Duster 110PS Diesel RXZ Option,8,Delhi,2016,26000,2,Diesel,2,Manual,1,First,19.64,1461,108.45,5,10
Fiat Grande Punto 1.3 Emotion Pack (Diesel),8,Delhi,2010,120000,2,Diesel,2,Manual,1,First,17.8,1248,76,5,1.65
BMW X3 xDrive30d M Sport,4,Coimbatore,2017,51982,2,Diesel,1,Automatic,1,First,16.55,2993,258,5,45.77
Hyundai i10 Sportz,9,Bangalore,2010,36000,3,Petrol,2,Manual,2,Second,20.36,1197,78.9,5,3.25
Toyota Innova 2.5 G4 Diesel 7-seater,2,Pune,2016,47000,2,Diesel,2,Manual,1,First,12.8,2494,102,7,12.8
Maruti Zen VXI BSII,1,Mumbai,2002,60000,3,Petrol,2,Manual,3,Third,17.3,993,60,5,0.55
Maruti Swift VDI,5,Hyderabad,2018,31025,2,Diesel,2,Manual,1,First,28.4,1248,74,5,7.15
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2,Pune,2013,105000,2,Diesel,2,Manual,2,Second,12.05,2179,120,8,7
Tata Zest Quadrajet 1.3 75PS XE,2,Pune,2017,121900,2,Diesel,2,Manual,1,First,22.95,1248,74,5,3.75
Ford EcoSport 1.0 Ecoboost Titanium Plus,1,Mumbai,2017,22695,3,Petrol,2,Manual,1,First,18.88,999,123.24,5,8.5
Maruti Swift Dzire ZDI,6,Jaipur,2012,73000,2,Diesel,2,Manual,1,First,23.4,1248,74,5,4.35
Maruti Alto 800 LXI,7,Kochi,2016,32227,3,Petrol,2,Manual,1,First,22.74,796,47.3,5,3.26
Honda City 1.5 S MT,6,Jaipur,2011,55000,3,Petrol,2,Manual,1,First,17,1497,118,5,4.21
Audi Q7 3.0 TDI Quattro Technology,7,Kochi,2018,11287,2,Diesel,1,Automatic,1,First,12.07,2967,241.4,7,70.36
Skoda Laura 1.9 TDI AT Ambiente,1,Mumbai,2009,48000,2,Diesel,1,Automatic,2,Second,17,1896,105,5,2.95
Hyundai Verna 1.6 SX VTVT (O),7,Kochi,2012,54308,3,Petrol,2,Manual,1,First,17.1,1591,121.3,5,4.28
Honda City 1.5 V AT,6,Jaipur,2009,78442,3,Petrol,1,Automatic,1,First,16.8,1497,118,5,3.57
Hyundai i20 Magna Optional 1.4 Di,11,Kolkata,2013,46000,2,Diesel,2,Manual,1,First,21.9,1396,88.8,5,3.11
Hyundai i20 Sportz AT 1.4,4,Coimbatore,2014,45051,3,Petrol,1,Automatic,1,First,15,1396,98.6,5,5.96
Volkswagen Vento Diesel Highline,5,Hyderabad,2011,69000,2,Diesel,2,Manual,1,First,20.54,1598,103.6,5,4.7
Honda City i VTEC VX,10,Ahmedabad,2014,49000,3,Petrol,2,Manual,1,First,17.4,1497,117.3,5,6.9
Tata Zest Quadrajet 1.3 75PS XE,2,Pune,2018,45000,2,Diesel,2,Manual,1,First,22.95,1248,74,5,5.25
BMW 5 Series 2003-2012 520d,2,Pune,2015,64000,2,Diesel,1,Automatic,1,First,18.48,1995,177,5,28
Maruti Wagon R LXI Minor,8,Delhi,2009,60000,3,Petrol,2,Manual,1,First,18.9,1061,67,5,1.35
Honda Jazz VX,8,Delhi,2015,62178,3,Petrol,2,Manual,1,First,18.2,1199,88.7,5,4.85
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,4,Coimbatore,2012,58006,2,Diesel,2,Manual,1,First,15,1896,105,5,6.7
Hyundai i10 Magna 1.2,5,Hyderabad,2010,74000,3,Petrol,2,Manual,1,First,20.36,1197,78.9,5,3.1
Mercedes-Benz New C-Class C 220 CDI Avantgarde,7,Kochi,2015,77771,2,Diesel,1,Automatic,1,First,19.27,2143,170,5,18.64
Hyundai i10 Magna 1.2 iTech SE,2,Pune,2012,45275,3,Petrol,2,Manual,1,First,20.36,1197,78.9,5,2.8
Toyota Innova ysta 2.4 ZX MT,3,Chennai,2016,48000,2,Diesel,2,Manual,1,First,13.68,2393,147.8,7,20.25
Audi A6 2011-2015 2.0 TDI Technology,7,Kochi,2015,31652,2,Diesel,1,Automatic,1,First,17.68,1968,174.33,5,26.78
Toyota Innova 2.5 VX (Diesel) 7 Seater,5,Hyderabad,2010,109000,2,Diesel,2,Manual,2,Second,12.99,2494,100.6,7,8.26
Volkswagen Polo Petrol Trendline 1.2L,1,Mumbai,2015,31978,3,Petrol,2,Manual,1,First,16.47,1198,73.9,5,3.89
Maruti Alto K10 LXI,5,Hyderabad,2011,70000,3,Petrol,2,Manual,1,First,20.92,998,67.1,5,2.1
Honda City i-VTEC CVT ZX,1,Mumbai,2017,15000,3,Petrol,1,Automatic,1,First,18,1497,117.3,5,12.69
Tata Indigo LX,4,Coimbatore,2013,59138,2,Diesel,2,Manual,1,First,17,1405,70,5,2.58
Audi A6 2011-2015 2.0 TDI Premium Plus,7,Kochi,2014,61726,2,Diesel,1,Automatic,1,First,17.68,1968,174.33,5,20.77
Mercedes-Benz GLA Class 200 CDI SPORT,8,Delhi,2015,48000,2,Diesel,1,Automatic,1,First,17.9,2143,136,5,20.26
Hyundai Santro Xing XL,3,Chennai,2006,58000,3,Petrol,2,Manual,2,Second,0,1086,null,5,1.5
Maruti Swift VDI BSIV,11,Kolkata,2011,60020,2,Diesel,2,Manual,1,First,17.8,1248,null,5,2.5
Maruti Celerio VXI AT,5,Hyderabad,2014,77815,3,Petrol,1,Automatic,1,First,23.1,998,67.04,5,4.25
Mercedes-Benz GLE 250d,5,Hyderabad,2017,29000,2,Diesel,1,Automatic,1,First,17.9,2143,201.15,5,57
Land Rover Range Rover HSE Dynamic,8,Delhi,2017,44000,2,Diesel,1,Automatic,1,First,12.7,2179,187.7,5,44
Volkswagen Vento Diesel Trendline,5,Hyderabad,2011,108626,2,Diesel,2,Manual,1,First,20.54,1598,103.6,5,3.65
Maruti Omni 8 Seater BSIV,5,Hyderabad,2012,71791,3,Petrol,2,Manual,1,First,14,796,35,5,2.05
Honda Brio 1.2 VX MT,7,Kochi,2012,91931,3,Petrol,2,Manual,1,First,18.5,1198,86.8,5,3.13
Tata Sumo Delux,5,Hyderabad,2000,158000,2,Diesel,2,Manual,2,Second,14.07,2956,83.1,7,1.5
Tata Indica Vista Aura 1.3 Quadrajet,2,Pune,2012,91183,2,Diesel,2,Manual,1,First,18,1248,75,5,2.85
Maruti Wagon R LXI BS IV,8,Delhi,2012,65000,3,Petrol,2,Manual,1,First,18.9,998,67.1,5,2.65
Mahindra XUV500 W8 4WD,5,Hyderabad,2015,88428,2,Diesel,2,Manual,1,First,16,2179,140,7,10.6
Tata Indigo LS Dicor,2,Pune,2008,138000,2,Diesel,2,Manual,2,Second,17.1,1396,70,5,1.25
Maruti Ertiga Paseo VXI,1,Mumbai,2018,18000,3,Petrol,2,Manual,1,First,16.02,1373,93.7,7,8.25
Honda Accord 2.4 A/T,1,Mumbai,2011,60000,3,Petrol,1,Automatic,1,First,11.7,2354,177.6,5,4.45
Maruti Swift Dzire VDi,11,Kolkata,2012,48000,2,Diesel,2,Manual,1,First,19.3,1248,73.9,5,3.7
Ford Fiesta EXi 1.4 TDCi Ltd,5,Hyderabad,2009,160000,2,Diesel,2,Manual,1,First,17.8,1399,68,5,2.8
Honda City ZX GXi,11,Kolkata,2008,40000,3,Petrol,2,Manual,1,First,17.7,1497,78,5,1.8
Audi A6 2011-2015 2.0 TDI Premium Plus,7,Kochi,2014,51495,2,Diesel,1,Automatic,1,First,17.68,1968,174.33,5,21.95
BMW 6 Series 640d Gran Coupe,1,Mumbai,2011,30000,2,Diesel,1,Automatic,1,First,9.52,2993,313,4,49
Audi Q7 45 TDI Quattro Technology,4,Coimbatore,2017,97430,2,Diesel,1,Automatic,1,First,14.75,2967,245,7,62.67
Maruti Zen Estilo LXI Green (CNG),2,Pune,2008,42496,1,CNG,2,Manual,1,First,26.3,998,67.1,5,1.4
Hyundai i20 1.4 Di Asta,2,Pune,2012,83000,2,Diesel,2,Manual,1,First,23,1396,90,5,5.5
Hyundai i10 Sportz AT,9,Bangalore,2009,37000,3,Petrol,1,Automatic,3,Third,16.95,1197,78.9,5,2.95
Honda Jazz 1.2 V CVT i VTEC,7,Kochi,2016,28503,3,Petrol,1,Automatic,1,First,19,1199,88.7,5,6.86
Maruti Swift VDI BSIV,5,Hyderabad,2015,76496,2,Diesel,2,Manual,1,First,25.2,1248,74,5,6.15
Hyundai i20 Asta 1.2,2,Pune,2011,79152,3,Petrol,2,Manual,2,Second,18.5,1197,82.85,5,3.3
Volkswagen Polo Petrol Comfortline 1.2L,11,Kolkata,2011,32000,3,Petrol,2,Manual,1,First,16.47,1198,73.9,5,2.55
Maruti Alto LXi,10,Ahmedabad,2009,35000,3,Petrol,2,Manual,1,First,19.7,796,46.3,5,1.5
Toyota Corolla H4,3,Chennai,2004,105000,3,Petrol,1,Automatic,2,Second,11.3,1794,125,5,2.5
Maruti Alto LXi,3,Chennai,2006,56000,3,Petrol,2,Manual,2,Second,19.7,796,46.3,5,1.4
Tata Manza ELAN Quadrajet BS IV,2,Pune,2012,73000,2,Diesel,2,Manual,1,First,21.12,1248,88.8,5,3.4
Maruti Alto LXi,2,Pune,2012,38000,3,Petrol,2,Manual,1,First,19.7,796,46.3,5,2.25
Skoda Octavia Ambition Plus 2.0 TDI AT,11,Kolkata,2013,775000,2,Diesel,1,Automatic,1,First,19.3,1968,141,5,7.5
Toyota Corolla H4,11,Kolkata,2008,80000,3,Petrol,1,Automatic,1,First,11.3,1794,125,5,2.8
Hyundai i20 Asta Option 1.2,4,Coimbatore,2016,24973,3,Petrol,2,Manual,1,First,18.6,1197,81.83,5,7.66
Maruti Vitara Brezza LDi,3,Chennai,2016,45000,2,Diesel,2,Manual,1,First,24.3,1248,88.5,5,7.15
Honda City 1.5 V MT,8,Delhi,2010,87430,3,Petrol,2,Manual,1,First,17,1497,118,5,3.5
Tata Indica Vista Aqua 1.3 Quadrajet,5,Hyderabad,2014,133944,2,Diesel,2,Manual,2,Second,18,1248,75,5,3.5
Honda Amaze S i-Dtech,11,Kolkata,2013,57000,2,Diesel,2,Manual,1,First,25.8,1498,98.6,5,3.45
Hyundai EON D Lite Plus,4,Coimbatore,2016,27904,3,Petrol,2,Manual,1,First,21.1,814,55.2,5,3.55
BMW 3 Series Luxury Line,7,Kochi,2015,30717,2,Diesel,1,Automatic,2,Second,21.76,1995,190,5,25.99
Hyundai Verna 1.6 SX,9,Bangalore,2012,80000,2,Diesel,2,Manual,1,First,22.32,1582,126.32,5,5.25
Tata Manza Club Class Quadrajet90 LS,10,Ahmedabad,2013,47304,2,Diesel,2,Manual,1,First,21.02,1248,88.8,5,2.9
Skoda Octavia RS,6,Jaipur,2005,100000,3,Petrol,1,Automatic,1,First,14.45,1984,227,5,2.05
Maruti Alto K10 VXI,2,Pune,2017,30000,3,Petrol,2,Manual,1,First,24.07,998,67.1,5,3.75
Ford Ecosport 1.5 DV5 MT Titanium Optional,1,Mumbai,2014,68000,2,Diesel,2,Manual,1,First,22.7,1498,89.84,5,6.75
Chevrolet Spark 1.0 LS,11,Kolkata,2011,21000,3,Petrol,2,Manual,2,Second,18,995,62,5,0.95
Jaguar XF 2.0 Diesel Portfolio,5,Hyderabad,2017,21000,2,Diesel,1,Automatic,1,First,19.33,1999,177,5,52
Honda -V RVi MT,6,Jaipur,2007,119000,3,Petrol,2,Manual,3,Third,13.1,1997,141.1,5,3.91
Skoda Superb L&K 1.8 TSI AT,7,Kochi,2019,13747,3,Petrol,1,Automatic,1,First,14.67,1798,177.46,5,27.3
Hyundai i10 Magna 1.2,3,Chennai,2009,620000,3,Petrol,2,Manual,1,First,20.36,1197,78.9,5,2.7
Maruti Swift LDI,8,Delhi,2013,70000,2,Diesel,2,Manual,1,First,22.9,1248,74,5,3.5
Maruti Swift Dzire VXi AT,1,Mumbai,2016,18000,3,Petrol,1,Automatic,1,First,18.5,1197,83.14,5,6.2
Nissan Mia Diesel XV,3,Chennai,2011,83000,2,Diesel,2,Manual,1,First,23.08,1461,63.1,5,2.75
Maruti Swift Dzire Tour LDI,1,Mumbai,2015,130000,2,Diesel,2,Manual,1,First,23.4,1248,74,5,3.25
Ford Fiesta Classic 1.4 Duratorq CLXI,2,Pune,2012,63400,2,Diesel,2,Manual,1,First,17.8,1399,67,5,3.25
Maruti Zen LX,11,Kolkata,2003,65000,3,Petrol,2,Manual,1,First,17.3,993,60,5,0.65
Mini Clubman Cooper S,2,Pune,2017,8350,3,Petrol,2,Manual,1,First,13.8,1998,192,5,35
Toyota Etios GD,11,Kolkata,2014,45000,2,Diesel,2,Manual,1,First,23.59,1364,67.05,5,3.25
Maruti Alto 800 2016-2019 LXI,11,Kolkata,2018,26200,3,Petrol,2,Manual,1,First,24.7,796,47.3,5,2.9
Maruti Alto VXi,9,Bangalore,2011,11000,3,Petrol,2,Manual,3,Third,18.9,796,47,5,2.9
BMW X5 3.0d,9,Bangalore,2009,90000,2,Diesel,1,Automatic,2,Second,11,2993,235,5,17.75
Nissan Teana XV,1,Mumbai,2015,74000,3,Petrol,1,Automatic,2,Second,11.07,2496,179.5,5,8.25
Hyundai Grand i10 AT Asta,4,Coimbatore,2015,37081,3,Petrol,1,Automatic,1,First,18.9,1197,82,5,5.77
Maruti Vitara Brezza ZDi Plus,5,Hyderabad,2017,39000,2,Diesel,2,Manual,1,First,24.3,1248,88.5,5,9.49
Audi Q7 3.0 TDI Quattro Premium Plus,1,Mumbai,2008,99000,2,Diesel,1,Automatic,3,Third,12.07,2967,241.4,7,12.95
Mercedes-Benz GLA Class 200 CDI,3,Chennai,2015,38000,2,Diesel,1,Automatic,1,First,17.9,2143,136,5,20
Maruti 800 AC,3,Chennai,2007,72000,3,Petrol,2,Manual,3,Third,16.1,796,37,4,1
Renault Duster 85PS Diesel RxL,3,Chennai,2015,93000,2,Diesel,2,Manual,2,Second,20.45,1461,83.8,5,7.1
Toyota Corolla Altis D-4D GL,1,Mumbai,2017,5900,2,Diesel,2,Manual,1,First,21.43,1364,87.2,5,16.5
Mercedes-Benz New C-Class 220,3,Chennai,2014,25000,2,Diesel,2,Manual,1,First,15.8,2148,170,5,26
Maruti Ritz VDi,5,Hyderabad,2010,68000,2,Diesel,2,Manual,2,Second,21.1,1248,73.9,5,3.2
Honda BRV i-VTEC V CVT,7,Kochi,2017,35676,3,Petrol,1,Automatic,1,First,16,1497,117.3,7,9.48
Hyundai Xcent 1.1 Di Base,7,Kochi,2015,74310,2,Diesel,2,Manual,1,First,24.4,1120,71,5,4
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,6,Jaipur,2014,59364,2,Diesel,1,Automatic,1,First,14.21,2143,203,5,26.5
Mercedes-Benz B Class B180,7,Kochi,2014,41380,3,Petrol,1,Automatic,2,Second,14.8,1595,120.7,5,11.77
Mercedes-Benz E-Class 2015-2017 E250 Edition E,9,Bangalore,2017,33900,2,Diesel,1,Automatic,1,First,15,2143,204,5,37
Honda City i VTEC VX Option,1,Mumbai,2016,28000,3,Petrol,2,Manual,1,First,17.8,1497,117.3,5,8.75
Hyundai Santro Xing XL eRLX Euro III,5,Hyderabad,2007,50958,3,Petrol,2,Manual,1,First,17,1086,null,5,1.95
Honda City 1.5 S MT,3,Chennai,2011,93982,3,Petrol,2,Manual,1,First,17,1497,118,5,3.75
Hyundai Verna Transform VTVT,2,Pune,2010,95000,3,Petrol,2,Manual,1,First,16.2,1599,103.2,5,2.5
Jaguar XE Portfolio,1,Mumbai,2017,9000,3,Petrol,1,Automatic,1,First,13.5,1999,246.74,5,34.5
Honda Amaze S i-Vtech,8,Delhi,2015,52516,3,Petrol,2,Manual,1,First,18,1198,86.7,5,4.65
Mini Cooper Convertible 1.6,9,Bangalore,2015,20000,3,Petrol,1,Automatic,1,First,18.86,1598,122,4,32
Mercedes-Benz S Class 2005 2013 S 350 CDI,4,Coimbatore,2017,56451,2,Diesel,1,Automatic,1,First,13.5,2987,282,5,62.81
Hyundai EON Magna Plus,3,Chennai,2014,37000,3,Petrol,2,Manual,1,First,21.1,814,55.2,5,3.25
Maruti Wagon R VXI BS IV,11,Kolkata,2014,17400,3,Petrol,2,Manual,1,First,20.51,998,67.04,5,3.1
Maruti Ritz LDi,4,Coimbatore,2011,90207,2,Diesel,2,Manual,1,First,21.1,1248,73.9,5,3.91
BMW 3 Series 320d Sedan,3,Chennai,2011,89616,2,Diesel,1,Automatic,1,First,16.07,1995,181,5,11
Tata Xenon XT EX 4X2,2,Pune,2014,85000,2,Diesel,2,Manual,1,First,13.49,2179,138.03,5,3.5
Audi A3 35 TDI Attraction,3,Chennai,2014,79271,2,Diesel,1,Automatic,1,First,20.38,1968,143,5,16.5
Land Rover Range Rover 2.2L Dynamic,5,Hyderabad,2012,56000,2,Diesel,1,Automatic,1,First,12.7,2179,187.7,5,30
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2,Pune,2010,85001,2,Diesel,1,Automatic,2,Second,12,2987,224,7,28
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,5,Hyderabad,2018,12000,2,Diesel,1,Automatic,1,First,13.5,2477,175.56,7,28
Maruti Alto LX,6,Jaipur,2010,125000,3,Petrol,2,Manual,1,First,19.7,796,46.3,5,0.92
Maruti Wagon R LXI BSIII,2,Pune,2013,53000,3,Petrol,2,Manual,1,First,14,1061,64,5,2.75
Land Rover Range Rover 2.2L Prestige,4,Coimbatore,2017,34990,2,Diesel,1,Automatic,1,First,12.7,2179,187.7,5,53.83
Hyundai Verna 1.6 SX VTVT,2,Pune,2011,49768,3,Petrol,2,Manual,2,Second,17.01,1591,121.3,5,4.95
BMW 5 Series 525d Sedan,5,Hyderabad,2013,56000,2,Diesel,1,Automatic,1,First,16.73,2993,218,5,33.5
Jaguar XF Diesel,9,Bangalore,2013,75000,2,Diesel,1,Automatic,1,First,14.74,2993,270.9,5,27.95
Skoda Superb Elegance 1.8 TSI AT,5,Hyderabad,2010,57000,3,Petrol,1,Automatic,1,First,13.7,1798,157.75,5,7.25
Audi Q3 35 TDI Quattro Premium,7,Kochi,2017,37542,2,Diesel,1,Automatic,1,First,15.73,1968,174.33,5,25.71
Land Rover Range Rover 2.2L Pure,4,Coimbatore,2014,95649,2,Diesel,1,Automatic,1,First,12.7,2179,187.7,5,29.67
Mercedes-Benz New C-Class 220 CDI AT,6,Jaipur,2013,35299,2,Diesel,1,Automatic,1,First,14.84,2143,170,5,19
Mahindra Scorpio S10 4WD,7,Kochi,2017,28464,2,Diesel,2,Manual,1,First,15.4,2179,120,7,13.05
BMW 3 Series Luxury Line,1,Mumbai,2015,41000,2,Diesel,1,Automatic,1,First,21.76,1995,190,5,25.5
Honda BR-V i-VTEC S MT,2,Pune,2017,9000,3,Petrol,2,Manual,1,First,15.4,1497,117.3,7,8.5
Volvo S80 2006-2013 D5,3,Chennai,2010,92098,2,Diesel,1,Automatic,2,Second,16,2400,215,5,7.25
Hyundai Accent GLE,2,Pune,2005,5834,3,Petrol,2,Manual,1,First,13.2,1495,94,5,0.8
Hyundai i20 Active SX Petrol,6,Jaipur,2017,40250,3,Petrol,2,Manual,1,First,17.19,1197,81.86,5,6.9
Mercedes-Benz GLC 43 AMG Coupe,4,Coimbatore,2018,22397,3,Petrol,1,Automatic,1,First,11.5,2996,367,5,70.99
Hyundai EON Magna Plus,11,Kolkata,2015,20800,3,Petrol,2,Manual,2,Second,21.1,814,55.2,5,2.25
Hyundai Grand i10 SportZ Edition,7,Kochi,2018,40322,3,Petrol,2,Manual,1,First,18.9,1197,81.86,5,5.5
Honda City 1.5 EXI S,1,Mumbai,2013,52576,3,Petrol,2,Manual,1,First,13,1493,100,5,4.35
Volkswagen Polo Petrol Trendline 1.2L,11,Kolkata,2010,55000,3,Petrol,2,Manual,1,First,16.47,1198,73.9,5,2.25
Audi A6 35 TFSI Matrix,1,Mumbai,2016,47000,3,Petrol,1,Automatic,1,First,15.26,1798,187.74,5,24.5
Volkswagen Jetta 2007-2011 1.9 L TDI,5,Hyderabad,2010,42021,2,Diesel,2,Manual,1,First,0,1968,null,5,5.45
Hyundai eta 1.6 SX Plus Dual Tone Petrol,4,Coimbatore,2017,23163,3,Petrol,2,Manual,1,First,15.29,1591,121.3,5,12.03
Mercedes-Benz New C-Class C 200 CGI Avantgarde,1,Mumbai,2011,50000,3,Petrol,1,Automatic,2,Second,11.74,1796,186,5,8.5
